"","external_gene_name","ensembl_gene_id","ensembl_gene_id_version","chromosome_name","start_position","end_position"
"15046","AKR1B1P5","ENSG00000258685","ENSG00000258685.2","14",59135488,59136421
"15048","RPL7P52","ENSG00000228599","ENSG00000228599.1","22",40106325,40107066
"15049","GPR135","ENSG00000181619","ENSG00000181619.11","14",59429022,59465342
"15052","AKAP5","ENSG00000179841","ENSG00000179841.8","14",64465499,64474503
"15053","SGSM3","ENSG00000100359","ENSG00000100359.21","22",40370591,40410289
"15056","PTTG4P","ENSG00000258571","ENSG00000258571.1","14",71085482,71085833
"15058","RAP1AP","ENSG00000258769","ENSG00000258769.1","14",74482985,74483435
"15059","RPS2P2","ENSG00000177776","ENSG00000177776.8","14",74377818,74378418
"15061","RBM8B","ENSG00000258427","ENSG00000258427.3","14",60397757,60398281
"15063","ABCD4","ENSG00000119688","ENSG00000119688.21","14",74285269,74303055
"15064","DEFA8P","ENSG00000223629","ENSG00000223629.1","8",6950726,6951599
"15065","RERG-AS1","ENSG00000255660","ENSG00000255660.1","12",15151923,15155283
"15067","ZNF705B","ENSG00000215356","ENSG00000215356.4","8",7926337,7952413
"15068","RPS3AP43","ENSG00000242661","ENSG00000242661.1","12",8359054,8359834
"15071","SPA17P1","ENSG00000236797","ENSG00000236797.1","10",75382393,75382844
"15073","SKP1P2","ENSG00000256211","ENSG00000256211.1","12",16989126,16989936
"15076","TAS2R19","ENSG00000212124","ENSG00000212124.2","12",11021619,11022620
"15078","SNRPCP6","ENSG00000254683","ENSG00000254683.1","8",7143632,7143841
"15081","LSM14B","ENSG00000149657","ENSG00000149657.20","20",62122461,62135374
"15082","RPL35P6","ENSG00000244018","ENSG00000244018.1","8",18774547,18774918
"15083","OR7E8P","ENSG00000177400","ENSG00000177400.6","8",12684154,12685153
"15084","ARHGEF7-IT1","ENSG00000233644","ENSG00000233644.1","13",111122652,111144264
"15086","ARHGEF7-AS1","ENSG00000227352","ENSG00000227352.1","13",111144305,111144733
"15087","DEFB109A","ENSG00000242296","ENSG00000242296.2","8",12393209,12400366
"15089","FAM90A21P","ENSG00000234749","ENSG00000234749.5","8",7564350,7567360
"15091","TCEAL8","ENSG00000180964","ENSG00000180964.17","X",103252995,103255192
"15092","TEX29","ENSG00000153495","ENSG00000153495.11","13",111316184,111344249
"15093","SGCZ","ENSG00000185053","ENSG00000185053.14","8",14084845,15238431
"15094","MTND5P21","ENSG00000255123","ENSG00000255123.1","11",11239759,11240280
"15096","CBX3P8","ENSG00000254496","ENSG00000254496.1","11",49406190,49406714
"15097","ANK3","ENSG00000151150","ENSG00000151150.22","10",60026298,60733490
"15098","TRIM51DP","ENSG00000255190","ENSG00000255190.2","11",49874945,49876638
"15099","OR4C1P","ENSG00000254576","ENSG00000254576.2","11",55506635,55511169
"15100","HNRNPA3P9","ENSG00000270903","ENSG00000270903.1","11",32591793,32592771
"15102","LINC02721","ENSG00000255133","ENSG00000255133.2","11",33813873,33822378
"15103","OR5D15P","ENSG00000255019","ENSG00000255019.1","11",55786964,55787905
"15107","KCTD12","ENSG00000178695","ENSG00000178695.6","13",76880175,76886405
"15108","LINC02740","ENSG00000255109","ENSG00000255109.6","11",42183292,42253721
"15111","BTF3P11","ENSG00000118903","ENSG00000118903.6","13",76928066,76928836
"15112","FAM66D","ENSG00000255052","ENSG00000255052.5","8",12115767,12177550
"15113","ACOD1","ENSG00000102794","ENSG00000102794.10","13",76948511,76958638
"15114","GLOD5","ENSG00000171433","ENSG00000171433.12","X",48761747,48773648
"15115","RPL7P44","ENSG00000233873","ENSG00000233873.1","13",76981175,76981916
"15116","DHX9P1","ENSG00000228002","ENSG00000228002.2","13",76984868,76987943
"15117","CLN5","ENSG00000102805","ENSG00000102805.16","13",76990660,77019143
"15119","OTUD6A","ENSG00000189401","ENSG00000189401.3","X",70062457,70064179
"15120","DEFB107A","ENSG00000186572","ENSG00000186572.2","8",7811720,7815716
"15121","SPANXN2","ENSG00000268988","ENSG00000268988.1","X",143711955,143721423
"15122","PPIAP17","ENSG00000225622","ENSG00000225622.1","20",16223750,16224535
"15125","LZTS1-AS1","ENSG00000253733","ENSG00000253733.3","8",20275773,20290458
"15126","RPL37P24","ENSG00000224949","ENSG00000224949.2","X",54147372,54147659
"15127","UBE2V1P16","ENSG00000237891","ENSG00000237891.1","X",122010976,122011612
"15128","PHACTR3","ENSG00000087495","ENSG00000087495.17","20",59577509,59847711
"15131","BDNF-AS","ENSG00000245573","ENSG00000245573.9","11",27506830,27698231
"15133","PTPRO","ENSG00000151490","ENSG00000151490.15","12",15322257,15602175
"15137","THOC2","ENSG00000125676","ENSG00000125676.20","X",123600561,123733056
"15141","MFHAS1","ENSG00000147324","ENSG00000147324.11","8",8783354,8893630
"15142","ATP8B1","ENSG00000081923","ENSG00000081923.15","18",57646426,57803315
"15143","ZPBP","ENSG00000042813","ENSG00000042813.8","7",49850421,50121329
"15148","DOK2","ENSG00000147443","ENSG00000147443.13","8",21908873,21913690
"15154","FBXL3","ENSG00000005812","ENSG00000005812.11","13",76992598,77027195
"15155","C16orf91","ENSG00000174109","ENSG00000174109.5","16",1419752,1420756
"15156","SGSM3-AS1","ENSG00000229999","ENSG00000229999.6","22",40372664,40388290
"15160","MRTFA-AS1","ENSG00000232564","ENSG00000232564.3","22",40521800,40526707
"15161","ZNF598","ENSG00000167962","ENSG00000167962.14","16",1997654,2009821
"15162","COX6B1P3","ENSG00000172912","ENSG00000172912.4","22",40569286,40569895
"15163","RPL4P6","ENSG00000230071","ENSG00000230071.2","22",40586700,40588003
"15164","MYCBP2-AS1","ENSG00000236051","ENSG00000236051.7","13",77026767,77129717
"15165","GAPDHP37","ENSG00000231907","ENSG00000231907.2","22",40673484,40674451
"15166","MIR3200","ENSG00000264661","ENSG00000264661.3","22",30731557,30731641
"15167","EIF4HP2","ENSG00000237977","ENSG00000237977.1","22",30902219,30902781
"15168","MORC2-AS1","ENSG00000235989","ENSG00000235989.4","22",30922308,30932449
"15170","MYCBP2","ENSG00000005810","ENSG00000005810.19","13",77042474,77327094
"15171","MORC2","ENSG00000133422","ENSG00000133422.14","22",30925130,30968774
"15172","RNU6-742P","ENSG00000202159","ENSG00000202159.1","18",57755394,57755500
"15173","RSL24D1P11","ENSG00000231544","ENSG00000231544.3","18",57838476,57838966
"15175","MTURN","ENSG00000180354","ENSG00000180354.16","7",30134986,30162762
"15176","LINC01897","ENSG00000267209","ENSG00000267209.5","18",57961231,57964434
"15177","PINX1","ENSG00000254093","ENSG00000254093.9","8",10764961,10839884
"15178","CNTN6","ENSG00000134115","ENSG00000134115.13","3",1092658,1404217
"15179","HMGN1P30","ENSG00000235028","ENSG00000235028.3","18",58018794,58019061
"15183","MIR122HG","ENSG00000267391","ENSG00000267391.5","18",58445788,58453766
"15184","PPIAP80","ENSG00000174495","ENSG00000174495.12","7",28279211,28279700
"15185","LINC02533","ENSG00000260239","ENSG00000260239.2","6",4488798,4495769
"15186","MIR122","ENSG00000284440","ENSG00000284440.1","18",58451074,58451158
"15187","MIR3591","ENSG00000207778","ENSG00000207778.3","18",58451080,58451152
"15189","ALPK2","ENSG00000198796","ENSG00000198796.7","18",58481247,58629091
"15191","OR2G1P","ENSG00000213911","ENSG00000213911.2","6",29229227,29230157
"15193","TRIM26BP","ENSG00000236475","ENSG00000236475.1","6",30238301,30242279
"15195","DPP9-AS1","ENSG00000205790","ENSG00000205790.1","19",4679282,4685948
"15196","SUMO2P13","ENSG00000218359","ENSG00000218359.1","6",17582034,17582305
"15198","BMPER","ENSG00000164619","ENSG00000164619.10","7",33904308,34156427
"15199","ADGRE4P","ENSG00000268758","ENSG00000268758.7","19",6952500,6997872
"15200","CDKAL1","ENSG00000145996","ENSG00000145996.11","6",20534457,21232404
"15201","MYCBP2-AS2","ENSG00000229521","ENSG00000229521.2","13",77080511,77081190
"15204","DHRS12","ENSG00000102796","ENSG00000102796.12","13",51767993,51804163
"15206","LINC02522","ENSG00000231056","ENSG00000231056.1","6",10474500,10478502
"15211","DCDC2","ENSG00000146038","ENSG00000146038.12","6",24171755,24358059
"15214","SNORA108","ENSG00000252284","ENSG00000252284.1","18",58600631,58600698
"15215","RPL9P31","ENSG00000239659","ENSG00000239659.2","18",58631259,58632120
"15216","PLEKHJ1","ENSG00000104886","ENSG00000104886.12","19",2230084,2237704
"15218","DEFB108A","ENSG00000229907","ENSG00000229907.3","8",7934412,7938770
"15219","MALT1-AS1","ENSG00000267226","ENSG00000267226.2","18",58670009,58671877
"15221","MALT1","ENSG00000172175","ENSG00000172175.15","18",58671465,58754477
"15223","SH3BGR","ENSG00000185437","ENSG00000185437.15","21",39445855,39515506
"15226","ATP11AUN","ENSG00000197595","ENSG00000197595.4","13",112647044,112684497
"15229","CNOT7","ENSG00000198791","ENSG00000198791.12","8",17224966,17246878
"15231","ATP11A-AS1","ENSG00000232684","ENSG00000232684.1","13",112745449,112754693
"15234","NDUFB10","ENSG00000140990","ENSG00000140990.15","16",1959538,1961975
"15235","MCF2L-AS1","ENSG00000235280","ENSG00000235280.2","13",112967484,112968824
"15238","SERPINE3","ENSG00000253309","ENSG00000253309.7","13",51335773,51364735
"15241","H2AC13","ENSG00000196747","ENSG00000196747.4","6",27808199,27808701
"15242","LIN52","ENSG00000205659","ENSG00000205659.11","14",74084796,74201235
"15243","ID4","ENSG00000172201","ENSG00000172201.12","6",19837370,19842197
"15244","USP26","ENSG00000134588","ENSG00000134588.12","X",133024631,133097109
"15249","OPRL1","ENSG00000125510","ENSG00000125510.18","20",64080082,64100643
"15250","RPL21","ENSG00000122026","ENSG00000122026.11","13",27251362,27256691
"15251","LINGO3","ENSG00000220008","ENSG00000220008.3","19",2289784,2292024
"15255","FTLP5","ENSG00000266989","ENSG00000266989.1","19",3870991,3872107
"15256","RPL7AP6","ENSG00000242071","ENSG00000242071.3","14",69885340,69886140
"15258","TUBBP3","ENSG00000258406","ENSG00000258406.1","14",43274824,43275697
"15261","SPIN3","ENSG00000204271","ENSG00000204271.13","X",56818298,56995827
"15262","NUDT16L1","ENSG00000168101","ENSG00000168101.14","16",4693694,4695859
"15263","ZFR2","ENSG00000105278","ENSG00000105278.12","19",3804024,3869038
"15267","LINC02274","ENSG00000258586","ENSG00000258586.1","14",73822559,73830135
"15268","POTED","ENSG00000166351","ENSG00000166351.11","21",13609777,13645823
"15270","TUG1","ENSG00000253352","ENSG00000253352.10","22",30969245,30979395
"15271","EXD2","ENSG00000081177","ENSG00000081177.18","14",69191511,69244020
"15272","LAMA5-AS1","ENSG00000228812","ENSG00000228812.7","20",62352995,62356480
"15273","TNFRSF17","ENSG00000048462","ENSG00000048462.11","16",11965210,11968068
"15275","RGS19","ENSG00000171700","ENSG00000171700.14","20",64073181,64079988
"15276","HLA-A","ENSG00000206503","ENSG00000206503.13","6",29941260,29945884
"15284","FAM90A17P","ENSG00000285720","ENSG00000285720.1","8",7746034,7749044
"15285","OR4F16","ENSG00000284662","ENSG00000284662.1","1",685679,686673
"15287","UMODL1","ENSG00000177398","ENSG00000177398.19","21",42062959,42143453
"15288","CDIP1","ENSG00000089486","ENSG00000089486.17","16",4510669,4538828
"15290","TNFRSF4","ENSG00000186827","ENSG00000186827.11","1",1211340,1214153
"15291","METTL21C","ENSG00000139780","ENSG00000139780.8","13",102685747,102695044
"15297","ERCC5","ENSG00000134899","ENSG00000134899.24","13",102845831,102875995
"15299","HPS4","ENSG00000100099","ENSG00000100099.21","22",26443423,26483837
"15300","ADGRE1","ENSG00000174837","ENSG00000174837.15","19",6887566,6940459
"15301","TUSC3","ENSG00000104723","ENSG00000104723.21","8",15417215,15766649
"15302","PTPN1","ENSG00000196396","ENSG00000196396.10","20",50510321,50585241
"15303","TNS3","ENSG00000136205","ENSG00000136205.17","7",47275154,47582558
"15304","ZNF662","ENSG00000182983","ENSG00000182983.15","3",42906142,42919334
"15306","TNFRSF18","ENSG00000186891","ENSG00000186891.14","1",1203508,1206592
"15307","MRPL37P1","ENSG00000266946","ENSG00000266946.1","18",58690356,58692153
"15310","RNU6-219P","ENSG00000201598","ENSG00000201598.1","18",58805268,58805374
"15311","LINC01926","ENSG00000267593","ENSG00000267593.2","18",58808468,58834364
"15312","NCOA4P1","ENSG00000258629","ENSG00000258629.1","14",65879592,65881070
"15314","U8","ENSG00000199713","ENSG00000199713.1","18",58818883,58819016
"15316","RNU2-69P","ENSG00000251870","ENSG00000251870.1","18",58926197,58926296
"15317","OACYLP","ENSG00000224367","ENSG00000224367.6","18",58996734,59069338
"15318","DNAL1","ENSG00000119661","ENSG00000119661.15","14",73644875,73703732
"15319","MYRIP","ENSG00000170011","ENSG00000170011.14","3",39808914,40260321
"15321","SNTA1","ENSG00000101400","ENSG00000101400.6","20",33407957,33443763
"15322","INO80C","ENSG00000153391","ENSG00000153391.16","18",35452230,35497979
"15323","ATAD3B","ENSG00000160072","ENSG00000160072.20","1",1471765,1497848
"15324","PCMTD2","ENSG00000203880","ENSG00000203880.12","20",64255695,64287821
"15326","MIDEAS","ENSG00000156030","ENSG00000156030.13","14",73715122,73790285
"15327","HNRNPA1P28","ENSG00000230170","ENSG00000230170.1","X",119220782,119221742
"15328","LINC01402","ENSG00000228139","ENSG00000228139.1","X",120117642,120119700
"15330","PNPLA10P","ENSG00000230538","ENSG00000230538.1","X",127390342,127392526
"15331","SLC10A2","ENSG00000125255","ENSG00000125255.7","13",103043998,103066417
"15332","BCLAF3","ENSG00000173681","ENSG00000173681.16","X",19912860,19970298
"15333","PTPRM","ENSG00000173482","ENSG00000173482.17","18",7566782,8406861
"15335","FRG2EP","ENSG00000282842","ENSG00000282842.1","20",29415264,29416911
"15336","CICP4","ENSG00000232852","ENSG00000232852.1","20",64290187,64292998
"15337","TCEA2","ENSG00000171703","ENSG00000171703.17","20",64049836,64072347
"15338","IL17D","ENSG00000172458","ENSG00000172458.5","13",20702127,20723098
"15339","NPIPA8","ENSG00000214940","ENSG00000214940.8","16",18317942,18336736
"15340","THAP3","ENSG00000041988","ENSG00000041988.15","1",6624866,6635586
"15341","GGACT","ENSG00000134864","ENSG00000134864.11","13",100530164,100589528
"15343","MAP2K4P1","ENSG00000269904","ENSG00000269904.2","X",73524275,73563085
"15344","XYLT1","ENSG00000103489","ENSG00000103489.12","16",17101769,17470960
"15346","SPRYD7P1","ENSG00000234404","ENSG00000234404.2","X",77374212,77381319
"15347","MEMO1P4","ENSG00000230376","ENSG00000230376.1","X",123765301,123765686
"15348","GEMIN8P3","ENSG00000223772","ENSG00000223772.1","X",86304367,86305086
"15349","DOCK9","ENSG00000088387","ENSG00000088387.20","13",98793429,99086625
"15350","ZIK1P1","ENSG00000237426","ENSG00000237426.1","X",124173001,124174459
"15352","ITM2A","ENSG00000078596","ENSG00000078596.11","X",79360384,79367667
"15353","GPER1","ENSG00000164850","ENSG00000164850.15","7",1082208,1093815
"15356","ADCY9","ENSG00000162104","ENSG00000162104.10","16",3953387,4116442
"15358","MTND1P23","ENSG00000225972","ENSG00000225972.1","1",629062,629433
"15359","RPL7P7","ENSG00000224315","ENSG00000224315.2","1",8786211,8786913
"15360","ALDH6A1","ENSG00000119711","ENSG00000119711.13","14",74056847,74084492
"15361","MTCO3P12","ENSG00000198744","ENSG00000198744.5","1",634376,634922
"15362","DDX11L17","ENSG00000279928","ENSG00000279928.2","1",182696,184174
"15364","PRKCIP1","ENSG00000237682","ENSG00000237682.2","X",101537485,101539276
"15365","CAPZA1P1","ENSG00000230956","ENSG00000230956.2","X",88096393,88097225
"15366","RPS7P13","ENSG00000235425","ENSG00000235425.2","X",95679130,95679627
"15367","TRGC2","ENSG00000227191","ENSG00000227191.8","7",38239580,38249572
"15368","SLC25A5-AS1","ENSG00000224281","ENSG00000224281.5","X",119465986,119469128
"15370","CBLL1P1","ENSG00000233433","ENSG00000233433.1","X",121024964,121026563
"15371","TEX13C","ENSG00000282815","ENSG00000282815.1","X",125320120,125325214
"15372","PRDM16","ENSG00000142611","ENSG00000142611.17","1",3069168,3438621
"15373","H2AL1RP","ENSG00000229674","ENSG00000229674.2","X",37994252,37994918
"15374","LUZP4","ENSG00000102021","ENSG00000102021.11","X",115289715,115307563
"15375","RPL32P19","ENSG00000226836","ENSG00000226836.5","8",15943127,15943532
"15376","IKZF1","ENSG00000185811","ENSG00000185811.19","7",50304068,50405101
"15377","ADAM24P","ENSG00000214607","ENSG00000214607.2","8",17469518,17471618
"15378","NR1H3","ENSG00000025434","ENSG00000025434.19","11",47248300,47269033
"15379","LINC01186","ENSG00000236751","ENSG00000236751.2","X",46256759,46327680
"15380","FGF20","ENSG00000078579","ENSG00000078579.9","8",16992181,17002345
"15381","TIMM8BP2","ENSG00000224908","ENSG00000224908.1","X",134166682,134166932
"15382","SPANXB1","ENSG00000227234","ENSG00000227234.2","X",141002594,141003706
"15383","KCNE1B","ENSG00000276289","ENSG00000276289.5","21",7816675,7829926
"15384","UQCR11","ENSG00000127540","ENSG00000127540.12","19",1597169,1605473
"15387","SMIM10","ENSG00000184785","ENSG00000184785.6","X",134990991,134992473
"15389","KCTD9P2","ENSG00000181819","ENSG00000181819.14","X",105405647,105407039
"15390","HSPA8P1","ENSG00000234176","ENSG00000234176.1","X",121203182,121205014
"15392","RPS26P57","ENSG00000236880","ENSG00000236880.1","X",124688504,124688838
"15393","RPL26P36","ENSG00000225912","ENSG00000225912.1","X",92676519,92676954
"15394","WBP1LP3","ENSG00000253612","ENSG00000253612.1","8",155274,155481
"15397","DEFB104A","ENSG00000176782","ENSG00000176782.3","8",7836436,7841242
"15398","LINC00629","ENSG00000227060","ENSG00000227060.7","X",134549770,134560399
"15403","ZNF77","ENSG00000175691","ENSG00000175691.9","19",2933218,2944971
"15404","HSPD1P2","ENSG00000254543","ENSG00000254543.1","8",7891003,7892555
"15405","MED28P4","ENSG00000224701","ENSG00000224701.1","X",45951762,45952333
"15406","ZNF705CP","ENSG00000215339","ENSG00000215339.3","8",12356136,12359391
"15407","RCAN1","ENSG00000159200","ENSG00000159200.18","21",34513142,34615113
"15408","DEFB4B","ENSG00000177257","ENSG00000177257.3","8",7414855,7416863
"15409","GNA11","ENSG00000088256","ENSG00000088256.9","19",3094362,3123999
"15414","LINC02099","ENSG00000253490","ENSG00000253490.5","8",29748309,29798492
"15415","PPP1R26P4","ENSG00000278008","ENSG00000278008.1","22",18715815,18719341
"15418","FAM230E","ENSG00000182824","ENSG00000182824.7","22",18733914,18757906
"15420","CPPED1","ENSG00000103381","ENSG00000103381.12","16",12659799,12803887
"15421","GGT3P","ENSG00000197421","ENSG00000197421.10","22",18773665,18843399
"15425","HDAC6","ENSG00000094631","ENSG00000094631.21","X",48801377,48824982
"15426","EGR3","ENSG00000179388","ENSG00000179388.9","8",22687659,22693480
"15428","E2F6P1","ENSG00000234764","ENSG00000234764.2","22",18833694,18834438
"15430","ZNF500","ENSG00000103199","ENSG00000103199.14","16",4748239,4767624
"15431","RPL21P7","ENSG00000258613","ENSG00000258613.1","14",65266638,65267690
"15434","BCRP7","ENSG00000215544","ENSG00000215544.6","22",18855621,18858640
"15437","FAM230F","ENSG00000276095","ENSG00000276095.2","22",18873543,18894407
"15438","NOXRED1","ENSG00000165555","ENSG00000165555.9","14",77394021,77423517
"15439","EBF2","ENSG00000221818","ENSG00000221818.9","8",25841725,26045413
"15441","DGCR6","ENSG00000183628","ENSG00000183628.14","22",18906028,18914238
"15442","GATA5","ENSG00000130700","ENSG00000130700.7","20",62463497,62475995
"15443","BTBD2","ENSG00000133243","ENSG00000133243.10","19",1985438,2034881
"15444","VASH1-AS1","ENSG00000258301","ENSG00000258301.3","14",76781733,76786724
"15447","FUT8-AS1","ENSG00000276116","ENSG00000276116.2","14",65411170,65412690
"15448","RPL23AP71","ENSG00000237450","ENSG00000237450.5","14",34485979,34486447
"15450","LINC02301","ENSG00000258743","ENSG00000258743.6","14",82642605,82746664
"15451","RSL1D1","ENSG00000171490","ENSG00000171490.13","16",11833850,11851580
"15453","ZNF512B","ENSG00000196700","ENSG00000196700.9","20",63956704,63969930
"15455","MTND2P28","ENSG00000225630","ENSG00000225630.1","1",629640,630683
"15457","RPL14","ENSG00000188846","ENSG00000188846.14","3",40457292,40468587
"15458","LBP","ENSG00000129988","ENSG00000129988.6","20",38346482,38377013
"15461","EGLN3","ENSG00000129521","ENSG00000129521.15","14",33924227,34462774
"15464","PRKCZ","ENSG00000067606","ENSG00000067606.17","1",2050411,2185395
"15466","DGCR5","ENSG00000273032","ENSG00000273032.3","22",18970439,19031242
"15467","DOP1B","ENSG00000142197","ENSG00000142197.12","21",36156782,36294274
"15469","DGCR5","ENSG00000237517","ENSG00000237517.10","22",18985836,18994501
"15470","THEG","ENSG00000105549","ENSG00000105549.11","19",361747,376026
"15474","FAM246C","ENSG00000286025","ENSG00000286025.1","22",19029524,19031242
"15475","CA15P1","ENSG00000241527","ENSG00000241527.1","22",19031564,19034564
"15476","FAM90A8P","ENSG00000285937","ENSG00000285937.1","8",7738387,7741396
"15477","ZIC5","ENSG00000139800","ENSG00000139800.8","13",99962964,99971909
"15479","Y_RNA","ENSG00000206739","ENSG00000206739.1","22",19045256,19045367
"15480","DGCR11","ENSG00000273311","ENSG00000273311.1","22",19046162,19048375
"15481","FAM217B","ENSG00000196227","ENSG00000196227.11","20",59933764,59948680
"15483","ESCO2","ENSG00000171320","ENSG00000171320.15","8",27771949,27812640
"15485","NDUFA6","ENSG00000184983","ENSG00000184983.11","22",42085526,42090884
"15486","KCTD4","ENSG00000180332","ENSG00000180332.7","13",45192853,45201045
"15487","SLITRK5","ENSG00000165300","ENSG00000165300.8","13",87671371,87696272
"15488","L3MBTL4","ENSG00000154655","ENSG00000154655.16","18",5954706,6415237
"15490","ATP11A","ENSG00000068650","ENSG00000068650.19","13",112690038,112887168
"15491","NDUFA6-DT","ENSG00000237037","ENSG00000237037.9","22",42090931,42137742
"15492","MFSD1P1","ENSG00000261868","ENSG00000261868.1","17",4301372,4302698
"15493","SNORA59B","ENSG00000266079","ENSG00000266079.5","17",19557211,19557911
"15497","RBL1","ENSG00000080839","ENSG00000080839.12","20",36996349,37095997
"15498","MIEF2","ENSG00000177427","ENSG00000177427.13","17",18260597,18266552
"15500","OLA1P1","ENSG00000213790","ENSG00000213790.2","22",42107765,42108953
"15504","LRIT1","ENSG00000148602","ENSG00000148602.6","10",84231520,84241546
"15506","ACOT6","ENSG00000205669","ENSG00000205669.4","14",73610945,73619888
"15508","CYP2D7","ENSG00000205702","ENSG00000205702.11","22",42140203,42149455
"15509","BOLA3P2","ENSG00000267332","ENSG00000267332.1","19",9019344,9019984
"15510","SRGAP3","ENSG00000196220","ENSG00000196220.16","3",8980591,9363053
"15513","PRXL2A","ENSG00000122378","ENSG00000122378.14","10",80407829,80437115
"15514","MATK","ENSG00000007264","ENSG00000007264.15","19",3777970,3802129
"15523","LINC02306","ENSG00000257986","ENSG00000257986.3","14",25647304,26143305
"15524","SPTSSA","ENSG00000165389","ENSG00000165389.7","14",34432788,34462240
"15525","USP25","ENSG00000155313","ENSG00000155313.16","21",15729982,15880064
"15529","PSD3","ENSG00000156011","ENSG00000156011.17","8",18527303,19084730
"15532","TAX1BP1-AS1","ENSG00000229893","ENSG00000229893.2","7",27733064,27740395
"15534","SLC39A9","ENSG00000029364","ENSG00000029364.12","14",69398015,69462390
"15536","TRGJ1","ENSG00000211690","ENSG00000211690.1","7",38269491,38269540
"15537","DNAH3","ENSG00000158486","ENSG00000158486.13","16",20933111,21159441
"15543","USP22","ENSG00000124422","ENSG00000124422.12","17",20999596,21043760
"15544","NPSR1","ENSG00000187258","ENSG00000187258.14","7",34658218,34878332
"15545","GATA6","ENSG00000141448","ENSG00000141448.11","18",22169589,22202528
"15546","LRIT2","ENSG00000204033","ENSG00000204033.10","10",84220571,84225544
"15547","KLF12","ENSG00000118922","ENSG00000118922.18","13",73686089,74133929
"15548","AGGF1P10","ENSG00000282968","ENSG00000282968.1","20",29430723,29432913
"15549","CYSLTR2","ENSG00000152207","ENSG00000152207.8","13",48653711,48711226
"15552","RAB22A","ENSG00000124209","ENSG00000124209.4","20",58309715,58367507
"15553","ST8SIA5","ENSG00000101638","ENSG00000101638.14","18",46667821,46759257
"15554","LINC01520","ENSG00000230962","ENSG00000230962.2","10",85449592,85492001
"15555","OXGR1","ENSG00000165621","ENSG00000165621.9","13",96985713,96994730
"15556","A1CF","ENSG00000148584","ENSG00000148584.15","10",50799409,50885675
"15557","TRIM39-RPP21","ENSG00000248167","ENSG00000248167.7","6",30328907,30346854
"15559","ERP27","ENSG00000139055","ENSG00000139055.7","12",14914039,14938537
"15560","E2F3","ENSG00000112242","ENSG00000112242.15","6",20401879,20493714
"15561","ADPRHL1","ENSG00000153531","ENSG00000153531.14","13",113399610,113453524
"15562","CYP2D8P","ENSG00000226450","ENSG00000226450.2","22",42149886,42155001
"15563","MIR1-1HG","ENSG00000174407","ENSG00000174407.13","20",62550453,62570764
"15564","OGFRP1","ENSG00000182057","ENSG00000182057.5","22",42269703,42279534
"15565","UCKL1-AS1","ENSG00000280213","ENSG00000280213.1","20",63953384,63956985
"15567","SF3A3P1","ENSG00000230568","ENSG00000230568.1","20",3489529,3491005
"15569","APOBEC1","ENSG00000111701","ENSG00000111701.7","12",7649400,7665908
"15570","EDN3","ENSG00000124205","ENSG00000124205.18","20",59300443,59325992
"15571","LINC01315","ENSG00000229891","ENSG00000229891.2","22",42364390,42369284
"15572","ARHGAP28","ENSG00000088756","ENSG00000088756.13","18",6729716,6915716
"15573","NFAM1","ENSG00000235568","ENSG00000235568.7","22",42380407,42432403
"15574","ACAP3","ENSG00000131584","ENSG00000131584.19","1",1292390,1309609
"15576","BOLA2P3","ENSG00000220771","ENSG00000220771.2","6",21602128,21602383
"15578","GAS2L1P1","ENSG00000229511","ENSG00000229511.1","9",38486859,38488338
"15581","COMMD6","ENSG00000188243","ENSG00000188243.14","13",75525214,75549439
"15584","MTND1P14","ENSG00000227225","ENSG00000227225.1","17",19602259,19603208
"15586","SERHL","ENSG00000172250","ENSG00000172250.16","22",42500568,42512560
"15587","CLEC7A","ENSG00000172243","ENSG00000172243.18","12",10116777,10130258
"15588","ERI2","ENSG00000196678","ENSG00000196678.14","16",20780193,20900349
"15589","IFNA21","ENSG00000137080","ENSG00000137080.4","9",21165637,21166660
"15590","IGKV1OR-3","ENSG00000204776","ENSG00000204776.6","9",65770955,65771434
"15591","NUP210P2","ENSG00000225275","ENSG00000225275.4","3",11900011,11901245
"15592","ATP5F1AP1","ENSG00000234861","ENSG00000234861.2","9",42410830,42412150
"15593","DRC3","ENSG00000171962","ENSG00000171962.18","17",17972813,18016889
"15594","FAM74A6","ENSG00000274516","ENSG00000274516.2","9",60929774,60936746
"15596","RFTN1","ENSG00000131378","ENSG00000131378.14","3",16313574,16514026
"15598","OR4X1","ENSG00000176567","ENSG00000176567.1","11",48263861,48264778
"15599","ELAVL2","ENSG00000107105","ENSG00000107105.15","9",23690104,23826337
"15604","TRGJP1","ENSG00000211692","ENSG00000211692.1","7",38276259,38276318
"15606","OR4A19P","ENSG00000254940","ENSG00000254940.1","11",49920312,49921414
"15608","PHKG1P3","ENSG00000236919","ENSG00000236919.3","11",50246554,50247761
"15609","RPL7P3","ENSG00000226094","ENSG00000226094.1","20",62572671,62573384
"15610","PIEZO1P1","ENSG00000233686","ENSG00000233686.3","20",59460619,59460837
"15615","RRP7A","ENSG00000189306","ENSG00000189306.11","22",42508344,42519796
"15616","RPRD1B","ENSG00000101413","ENSG00000101413.12","20",38033725,38127780
"15617","FOS","ENSG00000170345","ENSG00000170345.10","14",75278826,75282230
"15618","VN1R25P","ENSG00000224947","ENSG00000224947.1","7",56559221,56559958
"15619","VN1R31P","ENSG00000236284","ENSG00000236284.1","7",63367427,63368156
